PaperCount,Citation,HIndex,PIndex,AIndex
2,16,1.0,3.2,4.1067
1,4,1.0,2.0,3.0
1,0,0.0,0.0,0.0
4,9,2.0,3.3929,2.2901
1,0,0.0,0.0,0.0
67,1403,21.0,482.8349,632.3774
1,6,1.0,1.5,3.125
19,17,2.0,4.1667,1.7917
2,2,1.0,0.45,0.9775
1,0,0.0,0.0,0.0
2,27,1.0,6.75,13.6875
2,2,1.0,0.6667,0.5556
136,3167,29.0,1004.9833,987.6175
4,4,1.0,0.9333,0.7478
5,6,2.0,1.2917,1.5123
1,3,1.0,1.0,0.3333
7,85,5.0,15.981,13.8427
5,34,2.0,10.4095,8.6234
11,118,6.0,43.0,74.5
1,9,1.0,1.5,0.925
36,68,5.0,36.5,29.25
1,0,0.0,0.0,0.0
80,277,10.0,99.5333,58.7014
1,57,1.0,9.5,5.8583
1,2,1.0,0.4,0.18
3,60,0.0,17.45,32.0442
38,63,5.0,22.3667,29.9706
29,61,6.0,41.45,40.4885
5,7,2.0,1.9167,1.9097
15,136,8.0,34.6167,38.247
126,2737,27.0,821.7107,722.6301
2,0,0.0,0.0,0.0
5,6,2.0,1.0667,1.7175
4,18,2.0,6.6667,9.5556
8,79,6.0,11.5206,6.1842
36,144,7.0,40.5167,67.8559
8,64,5.0,10.3889,10.2967
63,1082,16.0,247.1635,133.5568
3,0,0.0,0.0,0.0
33,58,5.0,11.1968,19.08
123,611,14.0,174.7738,151.7137
275,5978,34.0,1777.1607,1430.314
40,191,5.0,78.9095,46.9531
1,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
34,140,5.0,61.5,54.2083
1,4,1.0,0.8,0.16
34,634,12.0,419.4762,402.5577
1,0,0.0,0.0,0.0
10,67,5.0,17.0,21.4167
5,0,0.0,0.0,0.0
18,111,5.0,46.875,62.7516
4,3,1.0,0.8667,1.0122
6,27,4.0,6.2167,5.9169
17,50,3.0,9.1306,7.7608
1,0,0.0,0.0,0.0
79,1529,18.0,665.5333,839.3011
8,154,6.0,33.675,59.2497
61,931,12.0,279.4667,292.6572
8,70,5.0,17.4333,22.5506
9,31,3.0,6.1524,11.7515
10,46,4.0,8.1667,13.3597
3,3,1.0,0.375,0.1629
5,7,1.0,2.1167,1.1581
4,0,0.0,0.0,0.0
4,4,1.0,0.619,0.9146
4,36,2.0,8.2917,4.2212
108,1604,20.0,527.7107,329.864
87,348,9.0,94.3369,69.8568
5,2,1.0,1.0,1.5
9,34,3.0,6.1167,11.6361
5,3,1.0,0.8333,1.5667
13,239,4.0,116.75,169.1458
4,3,1.0,1.5,1.25
7,15,2.0,1.8012,0.8563
12,282,7.0,58.875,39.793
8,21,2.0,6.7333,12.1244
49,728,17.0,244.4404,216.119
13,14,2.0,9.1667,10.8056
1,1,1.0,0.1429,0.1561
5,44,3.0,12.0833,15.0903
6,31,3.0,9.2833,16.9969
2,13,0.0,2.6,2.0367
5,69,4.0,18.2833,24.1803
31,70,5.0,14.7452,15.6605
1,2,1.0,0.5,0.125
6,10,2.0,4.0,6.5833
1,4,1.0,0.6667,0.1111
1,2,1.0,0.5,1.0417
14,106,5.0,25.1667,32.6056
2,5,1.0,2.5,1.25
2,0,0.0,0.0,0.0
12,92,3.0,31.4524,31.594
1,1,1.0,0.1429,0.3704
1,0,0.0,0.0,0.0
13,25,3.0,6.1611,6.6313
112,1479,15.0,771.3767,669.6125
44,118,6.0,22.725,42.5306
14,47,3.0,14.25,23.0347
4,2,1.0,0.4167,0.5125
16,385,6.0,188.8333,274.1944
1,4,1.0,0.5714,0.0816
7,8,2.0,7.5,7.25
4,1,1.0,0.3333,0.6111
11,49,3.0,11.075,3.1881
3,6,2.0,2.0,3.6667
3,6,2.0,1.4,1.4967
1,1,1.0,0.3333,0.1111
5,23,2.0,6.0333,3.9928
4,7,1.0,2.3333,4.2778
1,1,1.0,0.125,0.0335
47,439,9.0,106.9619,145.8417
6,26,3.0,7.1,9.8783
42,302,9.0,114.05,81.0808
186,2153,21.0,449.8544,536.0522
2,19,1.0,2.45,1.0677
5,16,2.0,5.6667,7.0556
1,0,0.0,0.0,0.0
6,10,2.0,2.6667,5.3889
3,57,2.0,5.9394,3.4079
4,1,1.0,0.1667,0.2417
11,84,3.0,20.0,35.6952
17,30,3.0,5.2119,2.6248
14,206,6.0,83.1667,42.5861
2,3,1.0,0.1641,0.2456
19,223,7.0,63.9929,51.2233
5,1,1.0,0.25,0.0625
1,6,1.0,1.0,0.3667
4,32,0.0,6.6667,4.5917
1,1,1.0,0.1429,0.1561
20,69,5.0,34.5167,32.3797
7,4,1.0,0.4861,1.102
3,128,2.0,19.875,5.6019
17,23,3.0,8.4167,5.9931
20,64,4.0,31.7667,35.6644
1,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
4,7,2.0,1.275,1.4895
134,1197,17.0,363.8245,500.5601
21,231,9.0,67.1833,49.7353
1,0,0.0,0.0,0.0
3,22,2.0,5.5,3.2083
27,79,5.0,23.3429,34.4742
4,1,1.0,0.3333,0.1111
12,24,2.0,7.2095,4.6282
24,105,5.0,34.9524,30.2607
3,0,0.0,0.0,0.0
8,27,2.0,11.0476,16.7072
1,9,1.0,3.0,2.5
3,40,0.0,10.7361,9.105
17,85,4.0,39.5833,38.9653
2,0,0.0,0.0,0.0
54,68,4.0,27.05,19.9447
18,68,4.0,37.25,42.6042
3,6,2.0,2.3333,3.9444
2,2,1.0,0.1818,0.0776
4,9,2.0,3.8333,4.1944
4,4,1.0,0.8667,1.9067
4,15,2.0,2.8269,0.8565
19,259,9.0,79.2667,133.2422
10,234,6.0,38.2277,64.6999
4,7,2.0,1.5,3.325
120,643,13.0,160.5716,175.7031
1,0,0.0,0.0,0.0
17,363,7.0,94.7833,103.4136
82,739,15.0,287.2833,317.3469
2,141,0.0,35.25,61.9792
2,5,1.0,1.6667,1.3889
13,85,5.0,16.85,19.519
2,14,0.0,2.6,0.6867
37,1230,10.0,601.9286,320.135
16,53,5.0,14.75,15.2542
24,89,6.0,29.65,26.8479
3,0,0.0,0.0,0.0
11,266,8.0,68.0167,138.9547
46,81,5.0,44.5,36.4167
1,13,1.0,4.3333,1.4444
1,1,1.0,0.0909,0.0174
15,101,6.0,21.6926,23.1869
122,644,12.0,188.0107,149.5059
1,8,1.0,2.0,1.1667
26,49,4.0,19.5,21.25
1,1,1.0,0.25,0.2708
44,577,13.0,157.5679,235.9759
1,5,1.0,0.7143,0.5425
1,0,0.0,0.0,0.0
4,16,2.0,3.9524,1.3464
2,147,0.0,19.875,8.6981
17,11,2.0,3.0,1.5
5,1,1.0,0.1667,0.0278
8,4,1.0,1.3333,0.9444
1,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
6,61,4.0,26.0,42.0
2,5,1.0,0.8333,1.2083
8,89,3.0,15.8333,18.1917
70,1436,21.0,373.1702,598.6115
48,199,7.0,83.5988,116.8664
10,80,6.0,18.5095,24.1172
98,289,8.0,124.275,96.2171
43,117,6.0,25.5905,30.0689
2,0,0.0,0.0,0.0
1,2,1.0,0.6667,0.5556
15,93,6.0,23.1405,23.3998
2,22,0.0,4.25,3.2723
5,76,3.0,25.5,44.25
25,85,6.0,29.35,41.6908
2,0,0.0,0.0,0.0
89,1208,13.0,449.5833,400.4903
1,0,0.0,0.0,0.0
34,1031,15.0,242.5313,232.3426
71,2633,25.0,1223.0548,882.9412
14,26,3.0,6.5,9.7083
2,5,0.0,0.619,0.9219
8,17,2.0,4.2222,8.3287
1,0,0.0,0.0,0.0
2,0,0.0,0.0,0.0
1,2,1.0,0.3333,0.2056
21,297,5.0,119.3,119.21
13,137,8.0,46.2667,59.6839
3,8,1.0,1.6,1.2533
140,2333,24.0,751.6129,726.2512
1,17,1.0,3.4,2.6633
64,2423,20.0,715.9,896.6944
2,1,1.0,0.25,0.2708
3,11,1.0,3.4444,1.1373
10,277,5.0,43.1792,26.0917
4,0,0.0,0.0,0.0
3,41,2.0,8.75,11.7792
6,270,5.0,67.25,81.0458
1,0,0.0,0.0,0.0
4,5,2.0,1.4524,2.713
39,86,5.0,32.9952,23.1515
1,5,1.0,1.6667,1.3889
21,62,4.0,17.7667,27.795
3,1,1.0,0.2,0.04
4,59,0.0,9.625,8.9439
30,318,11.0,66.6956,86.3798
43,1279,15.0,554.2121,334.0296
8,49,4.0,11.1333,14.7989
16,167,7.0,50.2333,32.6494
68,379,9.0,114.5667,68.6348
1,2,1.0,0.3333,0.4833
47,529,13.0,160.9746,214.6177
4,7,1.0,3.5,5.25
3,17,2.0,3.4,2.6633
1,1,1.0,0.25,0.0625
1,0,0.0,0.0,0.0
51,186,6.0,64.3,46.6267
9,2,1.0,0.2833,0.4712
87,1048,16.0,419.5042,332.8686
4,4,1.0,0.7667,0.4978
59,313,7.0,110.1333,145.9322
19,295,7.0,78.1225,56.0152
1,2,1.0,0.6667,0.5556
1,7,1.0,1.1667,0.1944
12,16,2.0,3.9,4.6353
1,6,1.0,1.5,0.375
1,1,1.0,0.1667,0.2417
1,0,0.0,0.0,0.0
9,24,3.0,5.65,5.3273
1,0,0.0,0.0,0.0
75,482,11.0,161.1333,147.8433
4,5,2.0,1.1429,2.076
16,92,6.0,17.9444,26.658
6,6,2.0,0.9,0.7306
3,7,2.0,1.3833,3.1642
9,29,4.0,4.3344,3.7015
6,1,1.0,0.3333,0.6111
15,14,3.0,4.25,6.7875
2,29,0.0,5.2,7.1733
59,499,12.0,292.5833,235.1868
8,97,5.0,17.9333,28.2413
3,2,1.0,1.0,1.5
127,495,9.0,161.6694,89.7525
3,7,2.0,1.1667,0.7194
12,197,7.0,62.8833,82.7503
1,8,1.0,1.6,3.6533
1,24,1.0,6.0,3.5
56,970,19.0,312.9706,372.8027
2,2,1.0,1.0,1.5
29,170,7.0,45.9679,60.3335
48,416,12.0,110.0729,145.1105
9,7,2.0,1.5111,0.6896
22,158,7.0,46.2,63.8983
1,5,1.0,1.25,0.7292
14,148,6.0,73.7667,53.1756
11,76,5.0,19.1167,23.3156
1,0,0.0,0.0,0.0
40,304,10.0,139.9377,165.6229
10,6,1.0,0.7317,1.5392
24,3,1.0,0.6667,0.7
3,87,0.0,23.8333,17.5639
1,6,1.0,1.0,1.45
41,212,8.0,67.6195,54.982
4,4,1.0,1.4857,1.4022
2,12,0.0,2.3,1.1183
33,178,7.0,50.2333,89.6578
48,263,9.0,64.4869,61.8146
20,118,6.0,37.4583,45.0446
9,8,2.0,2.425,2.0706
1,0,0.0,0.0,0.0
3,13,2.0,2.6,1.17
2,7,1.0,0.875,0.3802
41,583,12.0,122.8452,87.4523
17,127,6.0,22.3484,35.4996
9,37,3.0,4.6399,3.1239
2,0,0.0,0.0,0.0
14,8,1.0,1.869,0.5672
12,156,6.0,45.75,77.8411
4,28,2.0,7.0,4.0833
39,136,7.0,24.3377,26.4142
2,0,0.0,0.0,0.0
10,10,2.0,3.0,5.4778
2,11,0.0,4.8333,4.1944
2,2,1.0,1.0,0.5
24,400,9.0,112.6571,120.2958
9,16,2.0,6.8,8.6822
1,5,1.0,1.6667,1.3889
4,15,1.0,3.3667,6.765
4,13,2.0,4.45,2.5025
35,1547,17.0,514.1111,454.036
37,257,9.0,61.5833,79.9855
2,0,0.0,0.0,0.0
1,1,1.0,0.1667,0.1028
1,11,1.0,3.6667,3.0556
5,67,2.0,6.3333,6.106
3,10,2.0,1.8667,2.7733
2,0,0.0,0.0,0.0
3,5,2.0,2.0667,1.5356
16,154,7.0,37.6702,41.8257
7,24,3.0,4.0,7.0571
4,2,1.0,0.1538,0.0711
24,28,3.0,6.7917,5.6838
1,16,1.0,1.7778,1.3256
5,33,2.0,7.95,4.3879
1,2,1.0,0.25,0.2211
3,16,2.0,4.25,8.2292
3,3,1.0,1.1667,0.4722
4,56,2.0,8.8571,13.251
1,0,0.0,0.0,0.0
4,0,0.0,0.0,0.0
10,51,5.0,14.85,25.5325
1,0,0.0,0.0,0.0
4,5,2.0,1.6667,2.3889
3,8,1.0,1.2083,0.558
2,6,0.0,2.0,3.6667
8,205,4.0,43.0881,30.1103
2,0,0.0,0.0,0.0
4,25,2.0,4.8429,11.1854
6,96,4.0,44.55,64.7142
2,4,1.0,0.4444,0.1684
1,0,0.0,0.0,0.0
7,0,0.0,0.0,0.0
40,693,11.0,159.8226,257.6118
4,37,3.0,7.8,4.7767
20,425,8.0,224.4833,272.5119
1,5,1.0,1.25,0.3125
4,2,1.0,0.5,0.5417
8,28,4.0,12.5,17.375
3,10,2.0,2.4,2.1717
15,30,2.0,6.825,8.8251
6,34,4.0,6.75,4.8653
4,26,3.0,7.4167,14.5347
7,6,1.0,1.75,1.7486
144,2601,24.0,1060.0246,1122.343
2,52,0.0,26.0,13.0
1,4,1.0,0.8,1.8267
1,1,1.0,0.0667,0.0143
19,138,6.0,64.3333,87.4611
1,0,0.0,0.0,0.0
1,27,1.0,6.75,1.6875
21,49,2.0,12.2,13.09
3,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
75,1469,17.0,518.1595,513.8501
1,156,1.0,31.2,6.24
7,12,2.0,3.0833,2.5958
1,3,1.0,0.3,0.2537
38,534,12.0,176.6576,218.9849
3,5,1.0,0.7202,0.456
5,24,3.0,5.6333,7.6294
1,0,0.0,0.0,0.0
2,9,1.0,1.8,2.31
2,2,1.0,0.5,1.0417
1,0,0.0,0.0,0.0
10,93,5.0,25.0833,21.3819
81,672,14.0,301.5369,234.086
30,255,8.0,60.3861,68.0892
13,22,3.0,7.5,11.0528
5,17,3.0,3.5333,6.34
1,25,1.0,6.25,6.7708
1,0,0.0,0.0,0.0
26,162,7.0,53.4845,80.931
1,0,0.0,0.0,0.0
5,17,3.0,4.45,3.5608
1,0,0.0,0.0,0.0
10,16,2.0,5.5,5.5194
2,5,1.0,1.25,1.3542
9,103,5.0,23.7,18.49
4,1,1.0,0.3333,0.1111
7,12,2.0,2.45,4.2942
1,7,1.0,1.4,1.0967
4,5,1.0,1.2,1.5011
1,2,1.0,0.1053,0.0242
1,2,1.0,0.6667,0.5556
62,238,8.0,70.05,45.1864
3,55,0.0,11.5333,14.2011
1,2,1.0,0.5,1.0417
11,6,1.0,1.4917,1.2256
25,65,5.0,25.2,12.8456
3,6,1.0,3.5,2.25
56,542,11.0,120.0958,75.6641
13,157,8.0,48.0071,44.9599
48,1026,19.0,338.0262,339.5807
8,147,3.0,67.8333,37.0278
2,0,0.0,0.0,0.0
6,6,1.0,1.0,1.45
16,105,7.0,50.4667,38.5156
10,43,3.0,13.25,19.3411
2,26,1.0,4.3333,6.2833
8,88,3.0,20.2167,36.1144
4,8,2.0,3.5,4.5833
6,13,2.0,3.5,1.5
2,3,1.0,1.5,0.75
2,16,0.0,8.0,12.0
1,0,0.0,0.0,0.0
4,5,1.0,0.8333,0.7917
11,81,4.0,36.25,38.5208
5,20,3.0,5.3929,7.236
34,225,9.0,73.2262,108.2687
2,7,1.0,0.875,0.5552
41,224,8.0,87.8,111.285
25,386,11.0,143.8778,147.6254
4,42,3.0,12.6667,16.2222
1,28,1.0,4.0,0.5714
2,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
4,17,2.0,3.9111,2.91
2,9,0.0,2.2,2.7733
8,34,3.0,10.2833,16.1219
1,14,1.0,4.6667,8.5556
5,4,2.0,1.0,1.5389
2,1,1.0,0.1429,0.0728
20,237,6.0,91.6667,52.1444
1,3,1.0,0.75,0.8125
10,16,2.0,3.75,2.7625
12,37,4.0,7.9,6.784
2,48,0.0,6.8333,5.1514
1,1,1.0,0.1429,0.2276
4,235,0.0,26.9766,34.6043
2,3,1.0,0.75,1.5625
2,16,1.0,4.0,4.3333
4,51,0.0,6.8393,4.0623
3,5,1.0,0.8214,0.4965
3,1,1.0,0.1667,0.1583
18,24,2.0,4.0048,4.5441
10,194,6.0,139.0167,150.7381
3,8,2.0,1.8667,1.0956
54,587,13.0,231.0667,271.7362
2,3,1.0,0.4286,0.4684
1,0,0.0,0.0,0.0
6,21,2.0,6.3939,8.5283
12,23,3.0,8.3167,11.5147
1,2,1.0,0.2,0.1691
23,106,7.0,25.9947,34.5258
8,9,1.0,2.6429,4.6637
9,80,5.0,28.25,40.1042
1,0,0.0,0.0,0.0
39,395,12.0,80.9595,91.6994
4,2,1.0,0.5,0.5417
2,5,1.0,0.45,0.5642
5,11,2.0,3.4667,5.1822
7,2,1.0,0.4,0.2967
1,17,1.0,3.4,1.53
76,2752,20.0,792.0357,356.2351
2,0,0.0,0.0,0.0
3,17,2.0,5.6667,2.5556
1,0,0.0,0.0,0.0
2,0,0.0,0.0,0.0
2,55,0.0,13.6667,11.0389
1,1,1.0,0.1667,0.1583
59,961,13.0,224.7429,142.945
2,27,1.0,6.75,7.3125
5,7,2.0,3.1,2.5617
2,0,0.0,0.0,0.0
5,12,2.0,3.4667,2.8489
1,14,1.0,2.8,2.1933
9,6,1.0,3.2,3.59
7,70,5.0,8.4578,8.2188
1,0,0.0,0.0,0.0
4,32,3.0,5.8667,4.8844
8,17,3.0,4.85,5.1992
1,0,0.0,0.0,0.0
1,4,1.0,0.8,1.0267
9,1,1.0,0.2,0.2567
16,48,4.0,13.2611,13.4929
4,18,2.0,4.7262,1.9964
1,6,1.0,1.5,1.625
21,48,3.0,11.4167,18.1736
3,43,0.0,6.8444,4.2218
1,16,1.0,3.2,7.3067
8,139,5.0,28.5,16.8667
5,5,1.0,1.05,0.6308
15,68,5.0,15.1214,28.2871
1,3,1.0,0.75,1.5625
7,7,2.0,5.0,6.0
1,3,1.0,0.3333,0.1263
8,43,4.0,23.9,30.4744
13,101,6.0,25.1333,36.5517
2,3,1.0,0.1641,0.0827
31,426,10.0,293.1429,345.2966
22,351,11.0,105.3667,79.7344
1,3,1.0,0.5,0.0833
9,67,3.0,28.0,45.0833
1,0,0.0,0.0,0.0
9,159,4.0,37.4333,41.4117
11,24,3.0,5.2,9.3
1,20,1.0,2.8571,2.1701
1,9,1.0,4.5,6.75
1,0,0.0,0.0,0.0
12,145,7.0,54.9,82.8145
15,60,5.0,12.3643,13.7969
5,4,1.0,1.3333,1.1111
12,5,1.0,1.5429,1.2409
9,39,4.0,6.5,13.2218
16,86,5.0,28.0833,38.0403
3,14,2.0,10.8,10.16
2,4,1.0,1.375,1.6442
10,8,2.0,1.85,3.5519
45,420,8.0,123.4222,112.3709
3,3,1.0,1.3333,1.1111
22,213,6.0,58.825,60.0199
38,84,5.0,25.825,37.5501
22,44,4.0,19.8833,17.9339
3,0,0.0,0.0,0.0
1,1,1.0,0.2,0.1567
1,5,1.0,0.7143,0.2211
12,175,6.0,50.0333,59.7261
1,15,1.0,7.5,11.25
2,11,0.0,2.25,3.5542
36,37,4.0,8.9667,11.2767
12,131,8.0,77.5476,74.9743
22,50,3.0,21.7667,11.1339
58,626,14.0,273.0619,278.6738
1,0,0.0,0.0,0.0
4,29,2.0,7.9167,11.8264
2,38,0.0,7.8,4.1433
18,116,7.0,34.7738,47.9179
2,32,0.0,13.0,21.25
7,35,4.0,16.4167,20.1125
3,3,1.0,0.75,1.5625
2,44,0.0,5.4,3.2844
3,0,0.0,0.0,0.0
6,101,3.0,38.7727,39.2087
37,63,4.0,9.1911,12.22
7,8,2.0,2.369,2.7359
13,285,6.0,30.8566,8.0778
8,77,3.0,12.6333,9.3857
1,9,1.0,0.8182,0.9708
1,2,1.0,0.5,0.5417
4,29,3.0,10.0,5.4583
1,0,0.0,0.0,0.0
2,10,1.0,1.6667,1.5833
1,6,1.0,3.0,4.5
2,3,1.0,0.75,1.5625
6,5,1.0,1.1667,1.3833
12,28,3.0,6.1,11.9811
3,2,1.0,0.5833,0.8819
1,4,1.0,0.6667,0.2444
2,21,0.0,6.3333,1.9778
2,13,0.0,2.1667,0.9611
16,49,4.0,14.5909,19.5601
10,10,2.0,4.4,6.9133
403,3536,30.0,1187.2825,1396.197
3,12,2.0,2.2333,0.9356
20,51,5.0,10.1222,17.5451
4,197,0.0,42.35,12.2408
87,700,15.0,206.5167,233.0448
10,18,2.0,4.3,6.085
2,0,0.0,0.0,0.0
2,0,0.0,0.0,0.0
20,39,4.0,12.4762,11.4077
9,2,1.0,0.5,0.2917
30,196,9.0,68.1429,79.4864
27,428,13.0,85.45,108.5946
32,670,15.0,216.5833,285.2489
1,3,1.0,0.375,0.2379
1,0,0.0,0.0,0.0
12,12,2.0,3.1833,4.2964
206,2357,24.0,638.5421,401.6319
4,5,1.0,1.5833,2.5903
21,62,4.0,10.2571,13.662
6,85,3.0,20.6667,29.623
24,237,9.0,69.1833,100.7723
6,12,2.0,3.4667,4.5822
1,6,1.0,2.0,3.6667
9,6,1.0,1.5,3.125
1,3,1.0,0.6,1.37
7,197,4.0,38.8857,31.7299
4,2,1.0,0.3429,0.0842
36,81,5.0,30.8528,31.9566
1,2,1.0,0.5,1.0417
5,5,1.0,1.45,2.2358
1,0,0.0,0.0,0.0
11,28,3.0,6.2714,4.6318
2,0,0.0,0.0,0.0
2,18,0.0,6.0,5.0
69,3375,22.0,1196.106,1537.6345
10,12,2.0,2.7833,3.8803
1,3,1.0,0.6,1.37
13,135,6.0,37.3,34.6872
6,23,3.0,8.6667,14.8889
24,130,8.0,55.1167,48.6053
5,5,2.0,0.6872,0.3741
2,1,1.0,0.25,0.1458
1,23,1.0,4.6,3.6033
3,3,1.0,0.7,0.6983
23,423,11.0,91.1143,115.9582
13,44,3.0,13.95,5.6942
1,2,1.0,0.5,0.2917
8,12,3.0,3.6,5.77
1,29,1.0,5.8,13.2433
10,23,3.0,4.1667,7.7735
28,123,6.0,37.4522,30.7767
27,67,4.0,21.8333,23.0278
1,0,0.0,0.0,0.0
21,3,1.0,0.7333,0.8911
10,12,2.0,2.3452,2.7106
3,2,1.0,0.5,1.0417
16,27,3.0,6.2,8.1956
14,55,4.0,17.5333,17.1141
1,2,1.0,0.5,1.0417
77,295,10.0,92.7861,96.0418
8,28,3.0,6.9667,10.2322
7,56,4.0,10.7381,15.2685
4,1,1.0,0.5,0.75
9,82,6.0,37.0667,42.4189
3,38,0.0,7.15,16.6517
11,3,1.0,1.0,0.3333
1,0,0.0,0.0,0.0
2,4,1.0,0.4429,0.1361
6,17,2.0,4.375,8.1198
4,39,3.0,8.95,5.2942
3,0,0.0,0.0,0.0
7,16,2.0,10.4,9.28
8,20,2.0,5.1667,2.6806
1,1,1.0,0.2,0.04
24,122,7.0,33.969,40.4737
7,1,1.0,0.2,0.2567
1,1,1.0,0.5,0.25
3,14,1.0,4.6667,3.8889
2,9,0.0,2.0,3.2833
47,208,7.0,56.9833,77.9981
9,30,3.0,9.3333,10.2778
2,113,0.0,17.6286,8.6727
1,6,1.0,0.6667,0.3638
4,16,2.0,3.369,7.47
3,2,1.0,0.6667,1.2222
4,4,1.0,1.0,1.475
1,0,0.0,0.0,0.0
22,119,6.0,27.2833,27.6648
7,106,4.0,52.6667,70.6389
46,1085,14.0,701.1536,803.7227
1,1,1.0,0.3333,0.6111
12,137,4.0,58.8667,80.1733
5,15,2.0,1.7792,3.7183
1,12,1.0,2.4,3.08
24,74,5.0,26.6667,27.55
38,121,6.0,46.3667,50.1206
27,409,10.0,178.2071,176.0688
23,164,5.0,62.8167,32.7481
94,1101,16.0,379.3189,465.3295
1,2,1.0,0.4,0.3133
4,0,0.0,0.0,0.0
37,272,7.0,57.6452,90.0865
23,59,4.0,18.6024,16.796
2,12,1.0,6.0,9.0
51,104,6.0,31.0333,36.8622
77,191,8.0,71.9667,39.26
91,722,15.0,195.9624,152.081
35,76,5.0,22.2619,34.7723
1,2,1.0,0.2857,0.217
4,9,2.0,2.5833,3.2569
9,13,2.0,2.2929,1.0395
66,711,13.0,281.094,261.4541
3,13,2.0,3.0,3.45
3,46,0.0,11.0,22.5194
13,15,2.0,8.5,11.0417
5,1,1.0,0.3333,0.2778
27,561,13.0,148.8167,175.1842
1,1,1.0,0.3333,0.2778
3,6,2.0,1.1786,0.513
11,64,6.0,15.8154,7.7017
1,4,1.0,0.6667,0.9667
4,61,3.0,10.9,5.9883
7,57,4.0,10.3167,19.0615
3,1,1.0,0.2,0.2567
2,10,0.0,1.25,2.6473
3,1,1.0,0.25,0.5208
1,8,1.0,0.8889,2.5146
12,136,5.0,41.6,62.1945
9,9,2.0,1.5952,2.691
3,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
2,1,1.0,0.3333,0.1111
25,136,8.0,45.35,57.0075
10,23,3.0,7.0833,8.9014
11,163,5.0,40.6333,49.6577
3,8,2.0,2.0667,0.69
3,0,0.0,0.0,0.0
110,2051,25.0,681.5452,572.3792
1,3,1.0,0.6,0.77
3,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
1,12,1.0,2.4,1.88
42,564,12.0,176.25,182.5903
2,7,1.0,1.1667,0.7194
1,0,0.0,0.0,0.0
31,51,4.0,17.2595,14.1379
6,19,3.0,7.0,7.3556
3,7,2.0,1.6667,2.0778
5,5,2.0,1.4,2.305
46,326,9.0,73.0095,94.9626
1,2,1.0,0.5,0.125
4,10,2.0,2.6667,5.3889
2,0,0.0,0.0,0.0
9,52,2.0,11.4167,6.8667
11,119,4.0,25.7619,16.9894
5,40,3.0,8.4333,6.3228
1,0,0.0,0.0,0.0
8,29,3.0,8.75,7.6042
5,10,2.0,3.6,3.2533
109,4077,28.0,3420.277,3567.4681
3,3,1.0,0.75,0.8125
78,282,7.0,69.7833,66.4997
2,0,0.0,0.0,0.0
19,52,5.0,30.6167,22.8997
13,19,3.0,4.45,7.2094
7,50,3.0,22.75,13.9375
1,0,0.0,0.0,0.0
3,16,2.0,3.55,7.5058
58,280,9.0,70.0298,77.4379
6,9,2.0,2.6667,3.7389
3,3,1.0,1.1667,1.3056
3,19,2.0,3.6667,6.2667
4,4,1.0,1.5,0.5833
1,1,1.0,0.1667,0.0611
16,15,2.0,3.9857,4.8558
56,1097,13.0,447.0944,354.8191
1,17,1.0,1.3077,0.6045
22,295,10.0,124.2917,178.4081
7,2,1.0,0.75,1.0208
6,48,3.0,21.25,17.3514
1,11,1.0,1.375,2.3621
2,1,1.0,0.125,0.0156
75,574,13.0,177.7333,140.2439
19,395,8.0,109.0429,115.3262
347,9386,50.0,3384.4156,2657.8324
26,27,3.0,6.2298,6.2347
20,40,3.0,9.9833,8.1903
9,100,3.0,15.6048,20.9208
8,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
3,1,1.0,0.1667,0.2417
1,5,1.0,1.25,0.3125
1,0,0.0,0.0,0.0
13,163,6.0,69.75,97.92
2,8,0.0,2.0,1.1667
1,40,1.0,5.7143,1.7687
3,9,1.0,3.0,1.0
1,20,1.0,2.8571,1.4558
57,185,8.0,59.3729,57.3437
29,74,5.0,20.525,21.1363
35,57,5.0,27.7076,28.6409
10,16,2.0,4.25,5.2292
2,4,1.0,0.75,0.5375
1,5,1.0,1.6667,1.3889
2,17,0.0,4.25,4.7292
13,83,5.0,16.231,11.0909
5,17,3.0,4.1,7.9117
9,25,3.0,17.2,18.4029
7,21,3.0,4.7167,9.8642
3,12,1.0,2.5833,1.9903
33,717,10.0,423.5417,503.7606
3,29,2.0,4.619,6.5718
1,0,0.0,0.0,0.0
1,6,1.0,3.0,1.5
30,453,11.0,216.5833,234.9458
9,80,5.0,20.7381,18.6658
7,37,4.0,10.4345,19.3446
12,30,4.0,9.9167,16.5097
67,325,8.0,112.8457,99.6508
19,103,5.0,22.3071,28.4638
7,14,2.0,3.1429,5.4871
97,544,13.0,204.0556,279.1937
1,1,1.0,0.2,0.04
4,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
11,60,5.0,17.3667,12.7539
2,45,0.0,8.25,3.4848
4,2,1.0,0.5333,0.7011
1,0,0.0,0.0,0.0
2,0,0.0,0.0,0.0
25,219,6.0,56.894,64.974
12,15,2.0,3.0381,3.7035
4,52,3.0,11.8667,15.7456
